state_or_territory,year,month,day,locally_acquired_cases,presumptive_viremic_blood_donors,symptomatic_disease_cases,travel_associated_cases
Louisiana,2017,Feb,8,0.0,0.0,0.0,38.0
Maine,2017,Feb,8,0.0,0.0,0.0,14.0
Maryland,2017,Feb,8,0.0,0.0,0.0,130.0
Massachusetts,2017,Feb,8,0.0,0.0,0.0,120.0
Michigan,2017,Feb,8,0.0,0.0,0.0,65.0
Minnesota,2017,Feb,8,0.0,0.0,0.0,64.0
Mississippi,2017,Feb,8,0.0,0.0,0.0,25.0
Missouri,2017,Feb,8,0.0,0.0,0.0,36.0
Montana,2017,Feb,8,0.0,0.0,0.0,8.0
Nebraska,2017,Feb,8,0.0,0.0,0.0,13.0
Nevada,2017,Feb,8,0.0,0.0,0.0,21.0
New Hampshire,2017,Feb,8,0.0,0.0,0.0,12.0
New Jersey,2017,Feb,8,0.0,0.0,0.0,175.0
New Mexico,2017,Feb,8,0.0,0.0,0.0,9.0
New York,2017,Feb,8,0.0,0.0,0.0,1008.0
North Carolina,2017,Feb,8,0.0,0.0,0.0,88.0
North Dakota,2017,Feb,8,0.0,0.0,0.0,2.0
Ohio,2017,Feb,8,0.0,0.0,0.0,83.0
Oklahoma,2017,Feb,8,0.0,0.0,0.0,29.0
Oregon,2017,Feb,8,0.0,0.0,0.0,46.0
Pennsylvania††,2017,Feb,8,0.0,0.0,0.0,173.0
Rhode Island,2017,Feb,8,0.0,0.0,0.0,53.0
South Carolina,2017,Feb,8,0.0,0.0,0.0,54.0
South Dakota,2017,Feb,8,0.0,0.0,0.0,2.0
Tennessee,2017,Feb,8,0.0,0.0,0.0,61.0
Texas,2017,Feb,8,6.0,0.0,0.0,298.0
Utah,2017,Feb,8,0.0,0.0,0.0,21.0
Vermont,2017,Feb,8,0.0,0.0,0.0,11.0
Virginia,2017,Feb,8,0.0,0.0,0.0,112.0
Washington,2017,Feb,8,0.0,0.0,0.0,67.0
West Virginia,2017,Feb,8,0.0,0.0,0.0,11.0
Wisconsin,2017,Feb,8,0.0,0.0,0.0,48.0
Wyoming,2017,Feb,8,0.0,0.0,0.0,2.0
American Samoa,2017,Feb,8,119.0,0.0,0.0,1.0
Puerto Rico,2017,Feb,8,35421.0,0.0,0.0,137.0
US Virgin Islands,2017,Feb,8,958.0,0.0,0.0,2.0
Alabama,2017,Feb,15,0.0,0.0,38.0,0.0
Arizona,2017,Feb,15,0.0,1.0,55.0,0.0
Arkansas,2017,Feb,15,0.0,0.0,15.0,0.0
California,2017,Feb,15,0.0,5.0,420.0,0.0
Colorado,2017,Feb,15,0.0,0.0,54.0,0.0
Connecticut,2017,Feb,15,0.0,0.0,58.0,0.0
Delaware,2017,Feb,15,0.0,0.0,17.0,0.0
District of Columbia,2017,Feb,15,0.0,0.0,31.0,0.0
Florida‡,2017,Feb,15,0.0,24.0,1069.0,0.0
Georgia,2017,Feb,15,0.0,0.0,108.0,0.0
Hawaii,2017,Feb,15,0.0,0.0,16.0,0.0
Idaho,2017,Feb,15,0.0,0.0,4.0,0.0
Illinois,2017,Feb,15,0.0,0.0,94.0,0.0
Indiana,2017,Feb,15,0.0,0.0,53.0,0.0
Iowa,2017,Feb,15,0.0,0.0,21.0,0.0
Kansas,2017,Feb,15,0.0,0.0,21.0,0.0
Kentucky,2017,Feb,15,0.0,0.0,32.0,0.0
Louisiana,2017,Feb,15,0.0,0.0,39.0,0.0
Maine,2017,Feb,15,0.0,0.0,14.0,0.0
Maryland,2017,Feb,15,0.0,0.0,130.0,0.0
Massachusetts,2017,Feb,15,0.0,0.0,120.0,0.0
Michigan,2017,Feb,15,0.0,0.0,66.0,0.0
Minnesota,2017,Feb,15,0.0,0.0,64.0,0.0
Mississippi,2017,Feb,15,0.0,0.0,25.0,0.0
Missouri,2017,Feb,15,0.0,0.0,36.0,0.0
Montana,2017,Feb,15,0.0,0.0,9.0,0.0
Nebraska,2017,Feb,15,0.0,0.0,13.0,0.0
Nevada,2017,Feb,15,0.0,1.0,22.0,0.0
New Hampshire,2017,Feb,15,0.0,0.0,12.0,0.0
New Jersey,2017,Feb,15,0.0,0.0,176.0,0.0
New Mexico,2017,Feb,15,0.0,0.0,10.0,0.0
New York,2017,Feb,15,0.0,2.0,1020.0,0.0
North Carolina,2017,Feb,15,0.0,0.0,91.0,0.0
North Dakota,2017,Feb,15,0.0,0.0,2.0,0.0
Ohio,2017,Feb,15,0.0,0.0,84.0,0.0
Oklahoma,2017,Feb,15,0.0,0.0,29.0,0.0
Oregon,2017,Feb,15,0.0,0.0,46.0,0.0
Pennsylvania,2017,Feb,15,0.0,0.0,173.0,0.0
Rhode Island,2017,Feb,15,0.0,0.0,54.0,0.0
South Carolina,2017,Feb,15,0.0,0.0,54.0,0.0
South Dakota,2017,Feb,15,0.0,0.0,2.0,0.0
Tennessee,2017,Feb,15,0.0,0.0,61.0,0.0
Texas‡,2017,Feb,15,0.0,3.0,306.0,0.0
Utah,2017,Feb,15,0.0,0.0,22.0,0.0
Vermont,2017,Feb,15,0.0,0.0,11.0,0.0
Virginia,2017,Feb,15,0.0,0.0,112.0,0.0
Washington,2017,Feb,15,0.0,0.0,70.0,0.0
West Virginia,2017,Feb,15,0.0,0.0,11.0,0.0
Wisconsin,2017,Feb,15,0.0,0.0,48.0,0.0
Wyoming,2017,Feb,15,0.0,0.0,2.0,0.0
American Samoa,2017,Feb,15,0.0,0.0,120.0,0.0
Puerto Rico,2017,Feb,15,0.0,318.0,35930.0,0.0
US Virgin Islands,2017,Feb,15,0.0,0.0,973.0,0.0
Alabama,2017,Feb,22,0.0,0.0,38.0,0.0
Arizona,2017,Feb,22,0.0,1.0,55.0,0.0
Arkansas,2017,Feb,22,0.0,0.0,15.0,0.0
California,2017,Feb,22,0.0,5.0,421.0,0.0
Colorado,2017,Feb,22,0.0,0.0,55.0,0.0
Connecticut,2017,Feb,22,0.0,0.0,58.0,0.0
Delaware,2017,Feb,22,0.0,0.0,17.0,0.0
District of Columbia,2017,Feb,22,0.0,0.0,31.0,0.0
Florida‡,2017,Feb,22,0.0,24.0,1073.0,0.0
Georgia,2017,Feb,22,0.0,0.0,109.0,0.0
Hawaii,2017,Feb,22,0.0,0.0,16.0,0.0
Idaho,2017,Feb,22,0.0,0.0,4.0,0.0
Illinois,2017,Feb,22,0.0,0.0,94.0,0.0
Indiana,2017,Feb,22,0.0,0.0,53.0,0.0
Iowa,2017,Feb,22,0.0,1.0,21.0,0.0
Kansas,2017,Feb,22,0.0,0.0,21.0,0.0
Kentucky,2017,Feb,22,0.0,0.0,32.0,0.0
Louisiana,2017,Feb,22,0.0,0.0,39.0,0.0
Maine,2017,Feb,22,0.0,0.0,14.0,0.0
Maryland,2017,Feb,22,0.0,0.0,130.0,0.0
Massachusetts,2017,Feb,22,0.0,0.0,121.0,0.0
Michigan,2017,Feb,22,0.0,0.0,67.0,0.0
Minnesota,2017,Feb,22,0.0,0.0,64.0,0.0
Mississippi,2017,Feb,22,0.0,0.0,25.0,0.0
Missouri,2017,Feb,22,0.0,0.0,36.0,0.0
Montana,2017,Feb,22,0.0,0.0,9.0,0.0
Nebraska,2017,Feb,22,0.0,0.0,13.0,0.0
Nevada,2017,Feb,22,0.0,1.0,22.0,0.0
New Hampshire,2017,Feb,22,0.0,0.0,12.0,0.0
New Jersey,2017,Feb,22,0.0,0.0,180.0,0.0
New Mexico,2017,Feb,22,0.0,0.0,10.0,0.0
New York,2017,Feb,22,0.0,2.0,999.0,0.0
North Carolina,2017,Feb,22,0.0,0.0,91.0,0.0
North Dakota,2017,Feb,22,0.0,0.0,3.0,0.0
Ohio,2017,Feb,22,0.0,0.0,85.0,0.0
Oklahoma,2017,Feb,22,0.0,0.0,29.0,0.0
Oregon,2017,Feb,22,0.0,0.0,47.0,0.0
Pennsylvania,2017,Feb,22,0.0,0.0,173.0,0.0
Rhode Island,2017,Feb,22,0.0,0.0,54.0,0.0
South Carolina,2017,Feb,22,0.0,0.0,54.0,0.0
South Dakota,2017,Feb,22,0.0,0.0,2.0,0.0
Tennessee,2017,Feb,22,0.0,0.0,61.0,0.0
Texas‡,2017,Feb,22,0.0,3.0,309.0,0.0
Utah,2017,Feb,22,0.0,0.0,22.0,0.0
Vermont,2017,Feb,22,0.0,0.0,11.0,0.0
Virginia,2017,Feb,22,0.0,0.0,113.0,0.0
Washington,2017,Feb,22,0.0,0.0,70.0,0.0
West Virginia,2017,Feb,22,0.0,0.0,11.0,0.0
Wisconsin,2017,Feb,22,0.0,0.0,50.0,0.0
Wyoming,2017,Feb,22,0.0,0.0,2.0,0.0
American Samoa,2017,Feb,22,0.0,0.0,120.0,0.0
Puerto Rico,2017,Feb,22,0.0,318.0,36343.0,0.0
US Virgin Islands,2017,Feb,22,0.0,0.0,984.0,0.0
Alabama,2017,Mar,1,0.0,0.0,38.0,0.0
Arizona,2017,Mar,1,0.0,1.0,55.0,0.0
Arkansas,2017,Mar,1,0.0,0.0,15.0,0.0
California,2017,Mar,1,0.0,5.0,426.0,0.0
Colorado,2017,Mar,1,0.0,0.0,55.0,0.0
Connecticut,2017,Mar,1,0.0,0.0,58.0,0.0
Delaware,2017,Mar,1,0.0,0.0,17.0,0.0
District of Columbia,2017,Mar,1,0.0,0.0,31.0,0.0
Florida‡,2017,Mar,1,0.0,24.0,1083.0,0.0
Georgia,2017,Mar,1,0.0,0.0,109.0,0.0
Hawaii,2017,Mar,1,0.0,0.0,16.0,0.0
Idaho,2017,Mar,1,0.0,0.0,5.0,0.0
Illinois,2017,Mar,1,0.0,0.0,94.0,0.0
Indiana,2017,Mar,1,0.0,0.0,53.0,0.0
Iowa,2017,Mar,1,0.0,1.0,26.0,0.0
Kansas,2017,Mar,1,0.0,0.0,22.0,0.0
Kentucky,2017,Mar,1,0.0,0.0,32.0,0.0
Louisiana,2017,Mar,1,0.0,0.0,39.0,0.0
Maine,2017,Mar,1,0.0,0.0,14.0,0.0
Maryland,2017,Mar,1,0.0,0.0,131.0,0.0
Massachusetts,2017,Mar,1,0.0,0.0,121.0,0.0
Michigan,2017,Mar,1,0.0,0.0,68.0,0.0
Minnesota,2017,Mar,1,0.0,0.0,64.0,0.0
Mississippi,2017,Mar,1,0.0,0.0,25.0,0.0
Missouri,2017,Mar,1,0.0,0.0,36.0,0.0
Montana,2017,Mar,1,0.0,0.0,9.0,0.0
Nebraska,2017,Mar,1,0.0,0.0,13.0,0.0
Nevada,2017,Mar,1,0.0,1.0,22.0,0.0
New Hampshire,2017,Mar,1,0.0,0.0,12.0,0.0
New Jersey,2017,Mar,1,0.0,0.0,180.0,0.0
New Mexico,2017,Mar,1,0.0,0.0,10.0,0.0
New York,2017,Mar,1,0.0,3.0,1004.0,0.0
North Carolina,2017,Mar,1,0.0,0.0,91.0,0.0
North Dakota,2017,Mar,1,0.0,0.0,3.0,0.0
Ohio,2017,Mar,1,0.0,0.0,85.0,0.0
Oklahoma,2017,Mar,1,0.0,0.0,29.0,0.0
Oregon,2017,Mar,1,0.0,0.0,47.0,0.0
Pennsylvania,2017,Mar,1,0.0,0.0,174.0,0.0
Rhode Island,2017,Mar,1,0.0,0.0,54.0,0.0
South Carolina,2017,Mar,1,0.0,0.0,54.0,0.0
South Dakota,2017,Mar,1,0.0,0.0,2.0,0.0
Tennessee,2017,Mar,1,0.0,0.0,61.0,0.0
Texas‡,2017,Mar,1,0.0,3.0,312.0,0.0
Utah,2017,Mar,1,0.0,0.0,22.0,0.0
Vermont,2017,Mar,1,0.0,0.0,11.0,0.0
Virginia,2017,Mar,1,0.0,0.0,113.0,0.0
Washington,2017,Mar,1,0.0,0.0,70.0,0.0
West Virginia,2017,Mar,1,0.0,0.0,11.0,0.0
Wisconsin,2017,Mar,1,0.0,0.0,50.0,0.0
Wyoming,2017,Mar,1,0.0,0.0,2.0,0.0
American Samoa,2017,Mar,1,0.0,0.0,120.0,0.0
Puerto Rico,2017,Mar,1,0.0,318.0,37197.0,0.0
US Virgin Islands,2017,Mar,1,0.0,0.0,989.0,0.0
Alabama,2017,Mar,8,0.0,0.0,39.0,0.0
Arizona,2017,Mar,8,0.0,1.0,55.0,0.0
Arkansas,2017,Mar,8,0.0,0.0,15.0,0.0
California,2017,Mar,8,0.0,5.0,431.0,0.0
Colorado,2017,Mar,8,0.0,0.0,55.0,0.0
Connecticut,2017,Mar,8,0.0,0.0,58.0,0.0
Delaware,2017,Mar,8,0.0,0.0,17.0,0.0
District of Columbia,2017,Mar,8,0.0,0.0,31.0,0.0
Florida‡,2017,Mar,8,0.0,24.0,1095.0,0.0
Georgia,2017,Mar,8,0.0,0.0,109.0,0.0
Hawaii,2017,Mar,8,0.0,0.0,16.0,0.0
Idaho,2017,Mar,8,0.0,0.0,5.0,0.0
Illinois,2017,Mar,8,0.0,0.0,94.0,0.0
Indiana,2017,Mar,8,0.0,0.0,53.0,0.0
Iowa,2017,Mar,8,0.0,1.0,27.0,0.0
Kansas,2017,Mar,8,0.0,0.0,22.0,0.0
Kentucky,2017,Mar,8,0.0,0.0,33.0,0.0
Louisiana,2017,Mar,8,0.0,0.0,39.0,0.0
Maine,2017,Mar,8,0.0,0.0,14.0,0.0
Maryland,2017,Mar,8,0.0,0.0,133.0,0.0
Massachusetts,2017,Mar,8,0.0,0.0,122.0,0.0
Michigan,2017,Mar,8,0.0,0.0,69.0,0.0
Minnesota,2017,Mar,8,0.0,0.0,64.0,0.0
Mississippi,2017,Mar,8,0.0,0.0,25.0,0.0
Missouri,2017,Mar,8,0.0,0.0,36.0,0.0
Montana,2017,Mar,8,0.0,0.0,9.0,0.0
Nebraska,2017,Mar,8,0.0,0.0,13.0,0.0
Nevada,2017,Mar,8,0.0,2.0,22.0,0.0
New Hampshire,2017,Mar,8,0.0,0.0,12.0,0.0
New Jersey,2017,Mar,8,0.0,0.0,180.0,0.0
New Mexico,2017,Mar,8,0.0,0.0,10.0,0.0
New York,2017,Mar,8,0.0,3.0,1007.0,0.0
North Carolina,2017,Mar,8,0.0,0.0,91.0,0.0
North Dakota,2017,Mar,8,0.0,0.0,3.0,0.0
Ohio,2017,Mar,8,0.0,0.0,85.0,0.0
Oklahoma,2017,Mar,8,0.0,0.0,29.0,0.0
Oregon,2017,Mar,8,0.0,0.0,48.0,0.0
Pennsylvania,2017,Mar,8,0.0,0.0,175.0,0.0
Rhode Island,2017,Mar,8,0.0,0.0,54.0,0.0
South Carolina,2017,Mar,8,0.0,0.0,54.0,0.0
South Dakota,2017,Mar,8,0.0,0.0,2.0,0.0
Tennessee,2017,Mar,8,0.0,0.0,61.0,0.0
Texas‡,2017,Mar,8,0.0,3.0,317.0,0.0
Utah,2017,Mar,8,0.0,0.0,22.0,0.0
Vermont,2017,Mar,8,0.0,0.0,11.0,0.0
Virginia,2017,Mar,8,0.0,0.0,114.0,0.0
Washington,2017,Mar,8,0.0,0.0,70.0,0.0
West Virginia,2017,Mar,8,0.0,0.0,11.0,0.0
Wisconsin,2017,Mar,8,0.0,0.0,50.0,0.0
Wyoming,2017,Mar,8,0.0,0.0,2.0,0.0
American Samoa,2017,Mar,8,0.0,0.0,139.0,0.0
Puerto Rico,2017,Mar,8,0.0,318.0,36967.0,0.0
US Virgin Islands,2017,Mar,8,0.0,0.0,993.0,0.0
Alabama,2017,Mar,15,0.0,0.0,40.0,0.0
Arizona,2017,Mar,15,0.0,1.0,54.0,0.0
Arkansas,2017,Mar,15,0.0,0.0,15.0,0.0
California,2017,Mar,15,0.0,5.0,433.0,0.0
Colorado,2017,Mar,15,0.0,0.0,56.0,0.0
Connecticut,2017,Mar,15,0.0,0.0,58.0,0.0
Delaware,2017,Mar,15,0.0,0.0,17.0,0.0
District of Columbia,2017,Mar,15,0.0,0.0,31.0,0.0
Florida‡,2017,Mar,15,0.0,24.0,1104.0,0.0
Georgia,2017,Mar,15,0.0,0.0,109.0,0.0
Hawaii,2017,Mar,15,0.0,0.0,16.0,0.0
Idaho,2017,Mar,15,0.0,0.0,5.0,0.0
Illinois,2017,Mar,15,0.0,0.0,94.0,0.0
Indiana,2017,Mar,15,0.0,0.0,53.0,0.0
Iowa,2017,Mar,15,0.0,1.0,27.0,0.0
Kansas,2017,Mar,15,0.0,0.0,22.0,0.0
Kentucky,2017,Mar,15,0.0,0.0,33.0,0.0
Louisiana,2017,Mar,15,0.0,0.0,39.0,0.0
Maine,2017,Mar,15,0.0,0.0,14.0,0.0
Maryland,2017,Mar,15,0.0,0.0,134.0,0.0
Massachusetts,2017,Mar,15,0.0,0.0,123.0,0.0
Michigan,2017,Mar,15,0.0,0.0,69.0,0.0
Minnesota,2017,Mar,15,0.0,0.0,64.0,0.0
Mississippi,2017,Mar,15,0.0,0.0,25.0,0.0
Missouri,2017,Mar,15,0.0,0.0,36.0,0.0
Montana,2017,Mar,15,0.0,0.0,9.0,0.0
Nebraska,2017,Mar,15,0.0,0.0,13.0,0.0
Nevada,2017,Mar,15,0.0,2.0,22.0,0.0
New Hampshire,2017,Mar,15,0.0,0.0,12.0,0.0
New Jersey,2017,Mar,15,0.0,0.0,182.0,0.0
New Mexico,2017,Mar,15,0.0,0.0,10.0,0.0
New York,2017,Mar,15,0.0,3.0,1009.0,0.0
North Carolina,2017,Mar,15,0.0,0.0,98.0,0.0
North Dakota,2017,Mar,15,0.0,0.0,3.0,0.0
Ohio,2017,Mar,15,0.0,0.0,85.0,0.0
Oklahoma,2017,Mar,15,0.0,0.0,29.0,0.0
Oregon,2017,Mar,15,0.0,0.0,48.0,0.0
Pennsylvania,2017,Mar,15,0.0,0.0,177.0,0.0
Rhode Island,2017,Mar,15,0.0,0.0,54.0,0.0
South Carolina,2017,Mar,15,0.0,0.0,54.0,0.0
South Dakota,2017,Mar,15,0.0,0.0,2.0,0.0
Tennessee,2017,Mar,15,0.0,0.0,61.0,0.0
Texas‡,2017,Mar,15,0.0,3.0,317.0,0.0
Utah,2017,Mar,15,0.0,0.0,22.0,0.0
Vermont,2017,Mar,15,0.0,0.0,11.0,0.0
Virginia,2017,Mar,15,0.0,0.0,114.0,0.0
Washington,2017,Mar,15,0.0,0.0,71.0,0.0
West Virginia,2017,Mar,15,0.0,0.0,11.0,0.0
Wisconsin,2017,Mar,15,0.0,0.0,52.0,0.0
Wyoming,2017,Mar,15,0.0,0.0,2.0,0.0
American Samoa,2017,Mar,15,0.0,0.0,139.0,0.0
Puerto Rico,2017,Mar,15,0.0,325.0,37056.0,0.0
US Virgin Islands,2017,Mar,15,0.0,0.0,993.0,0.0
Alabama,2017,Mar,22,0.0,0.0,40.0,0.0
Arizona,2017,Mar,22,0.0,1.0,54.0,0.0
Arkansas,2017,Mar,22,0.0,0.0,15.0,0.0
California,2017,Mar,22,0.0,5.0,434.0,0.0
Colorado,2017,Mar,22,0.0,0.0,57.0,0.0
Connecticut,2017,Mar,22,0.0,0.0,58.0,0.0
Delaware,2017,Mar,22,0.0,0.0,17.0,0.0
District of Columbia,2017,Mar,22,0.0,0.0,34.0,0.0
Florida‡,2017,Mar,22,0.0,26.0,1109.0,0.0
Georgia,2017,Mar,22,0.0,0.0,110.0,0.0
Hawaii,2017,Mar,22,0.0,0.0,16.0,0.0
Idaho,2017,Mar,22,0.0,0.0,5.0,0.0
Illinois,2017,Mar,22,0.0,0.0,94.0,0.0
Indiana,2017,Mar,22,0.0,0.0,53.0,0.0
Iowa,2017,Mar,22,0.0,1.0,27.0,0.0
Kansas,2017,Mar,22,0.0,0.0,22.0,0.0
Kentucky,2017,Mar,22,0.0,0.0,33.0,0.0
Louisiana,2017,Mar,22,0.0,0.0,39.0,0.0
Maine,2017,Mar,22,0.0,0.0,14.0,0.0
Maryland,2017,Mar,22,0.0,0.0,134.0,0.0
Massachusetts,2017,Mar,22,0.0,1.0,125.0,0.0
Michigan,2017,Mar,22,0.0,0.0,69.0,0.0
Minnesota,2017,Mar,22,0.0,0.0,64.0,0.0
Mississippi,2017,Mar,22,0.0,0.0,25.0,0.0
Missouri,2017,Mar,22,0.0,0.0,36.0,0.0
Montana,2017,Mar,22,0.0,0.0,9.0,0.0
Nebraska,2017,Mar,22,0.0,0.0,13.0,0.0
Nevada,2017,Mar,22,0.0,2.0,22.0,0.0
New Hampshire,2017,Mar,22,0.0,0.0,12.0,0.0
New Jersey,2017,Mar,22,0.0,0.0,182.0,0.0
New Mexico,2017,Mar,22,0.0,0.0,10.0,0.0
New York,2017,Mar,22,0.0,3.0,1012.0,0.0
North Carolina,2017,Mar,22,0.0,0.0,100.0,0.0
North Dakota,2017,Mar,22,0.0,0.0,3.0,0.0
Ohio,2017,Mar,22,0.0,0.0,85.0,0.0
Oklahoma,2017,Mar,22,0.0,0.0,29.0,0.0
Oregon,2017,Mar,22,0.0,0.0,48.0,0.0
Pennsylvania,2017,Mar,22,0.0,0.0,178.0,0.0
Rhode Island,2017,Mar,22,0.0,0.0,54.0,0.0
South Carolina,2017,Mar,22,0.0,0.0,54.0,0.0
South Dakota,2017,Mar,22,0.0,0.0,2.0,0.0
Tennessee,2017,Mar,22,0.0,0.0,61.0,0.0
Texas‡,2017,Mar,22,0.0,3.0,317.0,0.0
Utah,2017,Mar,22,0.0,0.0,22.0,0.0
Vermont,2017,Mar,22,0.0,0.0,11.0,0.0
Virginia,2017,Mar,22,0.0,0.0,114.0,0.0
Washington,2017,Mar,22,0.0,0.0,71.0,0.0
West Virginia,2017,Mar,22,0.0,1.0,11.0,0.0
Wisconsin,2017,Mar,22,0.0,0.0,52.0,0.0
Wyoming,2017,Mar,22,0.0,0.0,2.0,0.0
American Samoa,2017,Mar,22,0.0,0.0,132.0,0.0
Puerto Rico,2017,Mar,22,0.0,325.0,37083.0,0.0
US Virgin Islands,2017,Mar,22,0.0,0.0,997.0,0.0
Alabama,2017,Mar,29,0.0,0.0,40.0,0.0
Arizona,2017,Mar,29,0.0,1.0,57.0,0.0
Arkansas,2017,Mar,29,0.0,0.0,15.0,0.0
California,2017,Mar,29,0.0,5.0,437.0,0.0
Colorado,2017,Mar,29,0.0,0.0,57.0,0.0
Connecticut,2017,Mar,29,0.0,0.0,58.0,0.0
Delaware,2017,Mar,29,0.0,0.0,17.0,0.0
District of Columbia,2017,Mar,29,0.0,0.0,32.0,0.0
Florida‡,2017,Mar,29,0.0,26.0,1114.0,0.0
Georgia,2017,Mar,29,0.0,0.0,110.0,0.0
Hawaii,2017,Mar,29,0.0,0.0,16.0,0.0
Idaho,2017,Mar,29,0.0,0.0,5.0,0.0
Illinois,2017,Mar,29,0.0,0.0,94.0,0.0
Indiana,2017,Mar,29,0.0,0.0,51.0,0.0
Iowa,2017,Mar,29,0.0,1.0,27.0,0.0
Kansas,2017,Mar,29,0.0,0.0,22.0,0.0
Kentucky,2017,Mar,29,0.0,0.0,33.0,0.0
Louisiana,2017,Mar,29,0.0,0.0,39.0,0.0
Maine,2017,Mar,29,0.0,0.0,14.0,0.0
Maryland,2017,Mar,29,0.0,0.0,135.0,0.0
Massachusetts,2017,Mar,29,0.0,1.0,125.0,0.0
Michigan,2017,Mar,29,0.0,0.0,72.0,0.0
Minnesota,2017,Mar,29,0.0,0.0,64.0,0.0
Mississippi,2017,Mar,29,0.0,0.0,25.0,0.0
Missouri,2017,Mar,29,0.0,0.0,36.0,0.0
Montana,2017,Mar,29,0.0,0.0,9.0,0.0
Nebraska,2017,Mar,29,0.0,0.0,13.0,0.0
Nevada,2017,Mar,29,0.0,2.0,22.0,0.0
New Hampshire,2017,Mar,29,0.0,0.0,12.0,0.0
New Jersey,2017,Mar,29,0.0,0.0,184.0,0.0
New Mexico,2017,Mar,29,0.0,0.0,10.0,0.0
New York,2017,Mar,29,0.0,3.0,1016.0,0.0
North Carolina,2017,Mar,29,0.0,0.0,100.0,0.0
North Dakota,2017,Mar,29,0.0,0.0,3.0,0.0
Ohio,2017,Mar,29,0.0,0.0,85.0,0.0
Oklahoma,2017,Mar,29,0.0,0.0,29.0,0.0
Oregon,2017,Mar,29,0.0,0.0,48.0,0.0
Pennsylvania,2017,Mar,29,0.0,0.0,178.0,0.0
Rhode Island,2017,Mar,29,0.0,0.0,54.0,0.0
South Carolina,2017,Mar,29,0.0,0.0,54.0,0.0
South Dakota,2017,Mar,29,0.0,0.0,2.0,0.0
Tennessee,2017,Mar,29,0.0,0.0,61.0,0.0
Texas‡,2017,Mar,29,0.0,3.0,319.0,0.0
Utah,2017,Mar,29,0.0,0.0,22.0,0.0
Vermont,2017,Mar,29,0.0,0.0,11.0,0.0
Virginia,2017,Mar,29,0.0,0.0,114.0,0.0
Washington,2017,Mar,29,0.0,0.0,72.0,0.0
West Virginia,2017,Mar,29,0.0,1.0,11.0,0.0
Wisconsin,2017,Mar,29,0.0,0.0,56.0,0.0
Wyoming,2017,Mar,29,0.0,0.0,2.0,0.0
American Samoa,2017,Mar,29,0.0,0.0,132.0,0.0
Puerto Rico,2017,Mar,29,0.0,325.0,37174.0,0.0
US Virgin Islands,2017,Mar,29,0.0,0.0,997.0,0.0
Alabama,2017,Apr,5,0.0,0.0,40.0,0.0
Arizona,2017,Apr,5,0.0,1.0,55.0,0.0
Arkansas,2017,Apr,5,0.0,0.0,15.0,0.0
California,2017,Apr,5,0.0,5.0,438.0,0.0
Colorado,2017,Apr,5,0.0,0.0,58.0,0.0
Connecticut,2017,Apr,5,0.0,0.0,58.0,0.0
Delaware,2017,Apr,5,0.0,0.0,17.0,0.0
District of Columbia,2017,Apr,5,0.0,0.0,32.0,0.0
Florida‡,2017,Apr,5,0.0,26.0,1116.0,0.0
Georgia,2017,Apr,5,0.0,0.0,110.0,0.0
Hawaii,2017,Apr,5,0.0,0.0,16.0,0.0
Idaho,2017,Apr,5,0.0,0.0,5.0,0.0
Illinois,2017,Apr,5,0.0,0.0,97.0,0.0
Indiana,2017,Apr,5,0.0,0.0,51.0,0.0
Iowa,2017,Apr,5,0.0,1.0,27.0,0.0
Kansas,2017,Apr,5,0.0,0.0,22.0,0.0
Kentucky,2017,Apr,5,0.0,0.0,33.0,0.0
Louisiana,2017,Apr,5,0.0,0.0,39.0,0.0
Maine,2017,Apr,5,0.0,0.0,14.0,0.0
Maryland,2017,Apr,5,0.0,0.0,135.0,0.0
Massachusetts,2017,Apr,5,0.0,1.0,126.0,0.0
Michigan,2017,Apr,5,0.0,0.0,72.0,0.0
Minnesota,2017,Apr,5,0.0,0.0,64.0,0.0
Mississippi,2017,Apr,5,0.0,0.0,25.0,0.0
Missouri,2017,Apr,5,0.0,0.0,36.0,0.0
Montana,2017,Apr,5,0.0,0.0,9.0,0.0
Nebraska,2017,Apr,5,0.0,0.0,13.0,0.0
Nevada,2017,Apr,5,0.0,1.0,22.0,0.0
New Hampshire,2017,Apr,5,0.0,0.0,12.0,0.0
New Jersey,2017,Apr,5,0.0,0.0,188.0,0.0
New Mexico,2017,Apr,5,0.0,0.0,10.0,0.0
New York,2017,Apr,5,0.0,3.0,1016.0,0.0
North Carolina,2017,Apr,5,0.0,0.0,100.0,0.0
North Dakota,2017,Apr,5,0.0,0.0,3.0,0.0
Ohio,2017,Apr,5,0.0,0.0,85.0,0.0
Oklahoma,2017,Apr,5,0.0,0.0,29.0,0.0
Oregon,2017,Apr,5,0.0,0.0,48.0,0.0
Pennsylvania,2017,Apr,5,0.0,0.0,178.0,0.0
Rhode Island,2017,Apr,5,0.0,0.0,55.0,0.0
South Carolina,2017,Apr,5,0.0,0.0,54.0,0.0
South Dakota,2017,Apr,5,0.0,0.0,2.0,0.0
Tennessee,2017,Apr,5,0.0,0.0,61.0,0.0
Texas‡,2017,Apr,5,0.0,3.0,320.0,0.0
Utah,2017,Apr,5,0.0,0.0,22.0,0.0
Vermont,2017,Apr,5,0.0,0.0,13.0,0.0
Virginia,2017,Apr,5,0.0,0.0,115.0,0.0
Washington,2017,Apr,5,0.0,0.0,72.0,0.0
